pokemon_id,name,location_area,location,region,generation
95,onix,snowpoint-temple-b3f,snowpoint-temple,sinnoh,1
95,onix,wayward-cave-1f,wayward-cave,sinnoh,1
95,onix,wayward-cave-b1f,wayward-cave,sinnoh,1
95,onix,iron-island-1f,iron-island,sinnoh,1
95,onix,iron-island-b1f-left,iron-island,sinnoh,1
95,onix,iron-island-b1f-right,iron-island,sinnoh,1
95,onix,iron-island-b2f-right,iron-island,sinnoh,1
95,onix,iron-island-b2f-left,iron-island,sinnoh,1
95,onix,iron-island-b3f,iron-island,sinnoh,1
95,onix,union-cave-1f,union-cave,johto,1
95,onix,union-cave-b1f,union-cave,johto,1
95,onix,union-cave-b2f,union-cave,johto,1
95,onix,johto-route-47-inside-cave,johto-route-47,johto,1
95,onix,mt-silver-1f,mt-silver,johto,1
95,onix,mt-silver-mountainside,mt-silver,johto,1
95,onix,mt-silver-top,mt-silver,johto,1
95,onix,rock-tunnel-1f,rock-tunnel,kanto,1
95,onix,rock-tunnel-b1f,rock-tunnel,kanto,1
95,onix,kanto-victory-road-1-1f,kanto-victory-road-1,kanto,1
95,onix,kanto-victory-road-1-2f,kanto-victory-road-1,kanto,1
95,onix,kanto-victory-road-1-3f,kanto-victory-road-1,kanto,1
95,onix,rock-tunnel-b2f,rock-tunnel,kanto,1
95,onix,kanto-victory-road-2-1f,kanto-victory-road-2,kanto,1
95,onix,kanto-victory-road-2-2f,kanto-victory-road-2,kanto,1
95,onix,kanto-victory-road-2-3f,kanto-victory-road-2,kanto,1
95,onix,sevault-canyon-area,sevault-canyon,kanto,1
95,onix,relic-castle-c,relic-castle,unova,1
95,onix,twist-mountain-b1f-3f,twist-mountain,unova,1
95,onix,unova-victory-road-2-unknown-area-74,unova-victory-road-2,unova,1
95,onix,unova-victory-road-2-unknown-area-75,unova-victory-road-2,unova,1
95,onix,unova-victory-road-2-unknown-area-77,unova-victory-road-2,unova,1
95,onix,unova-victory-road-2-unknown-area-80,unova-victory-road-2,unova,1
95,onix,relic-passage-castelia-sewers-entrance,relic-passage,unova,1
95,onix,relic-passage-relic-castle-entrance,relic-passage,unova,1
95,onix,relic-passage-pwt-entrance,relic-passage,unova,1
95,onix,clay-tunnel-area,clay-tunnel,unova,1
95,onix,underground-ruins-area,underground-ruins,unova,1
95,onix,rocky-mountain-room-area,rocky-mountain-room,unova,1
95,onix,glacier-room-area,glacier-room,unova,1
95,onix,iron-room-area,iron-room,unova,1
95,onix,cyllage-city-area,cyllage-city,kalos,1
95,onix,glittering-cave-unknown-area-303,glittering-cave,kalos,1
95,onix,glittering-cave-unknown-area-304,glittering-cave,kalos,1
95,onix,johto-safari-zone-zone-wasteland,johto-safari-zone,johto,1
95,onix,ten-carat-hill-inside,ten-carat-hill,alola,1
96,drowzee,sinnoh-route-215-area,sinnoh-route-215,sinnoh,1
96,drowzee,johto-route-34-area,johto-route-34,johto,1
96,drowzee,johto-route-35-area,johto-route-35,johto,1
96,drowzee,kanto-route-6-area,kanto-route-6,kanto,1
96,drowzee,kanto-route-11-area,kanto-route-11,kanto,1
96,drowzee,berry-forest-area,berry-forest,kanto,1
96,drowzee,johto-safari-zone-zone-swamp,johto-safari-zone,johto,1
96,drowzee,alola-route-2-north,alola-route-2,alola,1
96,drowzee,alola-route-2-south,alola-route-2,alola,1
98,krabby,sinnoh-sea-route-226-area,sinnoh-sea-route-226,sinnoh,1
98,krabby,cherrygrove-city-area,cherrygrove-city,johto,1
98,krabby,union-cave-b2f,union-cave,johto,1
98,krabby,johto-route-34-area,johto-route-34,johto,1
98,krabby,olivine-city-area,olivine-city,johto,1
98,krabby,johto-sea-route-40-area,johto-sea-route-40,johto,1
98,krabby,whirl-islands-1f,whirl-islands,johto,1
98,krabby,whirl-islands-b1f,whirl-islands,johto,1
98,krabby,whirl-islands-b2f,whirl-islands,johto,1
98,krabby,whirl-islands-b3f,whirl-islands,johto,1
98,krabby,cianwood-city-area,cianwood-city,johto,1
98,krabby,dark-cave-violet-city-entrance,dark-cave,johto,1
98,krabby,seafoam-islands-1f,seafoam-islands,kanto,1
98,krabby,seafoam-islands-b1f,seafoam-islands,kanto,1
98,krabby,seafoam-islands-b2f,seafoam-islands,kanto,1
98,krabby,seafoam-islands-b3f,seafoam-islands,kanto,1
98,krabby,seafoam-islands-b4f,seafoam-islands,kanto,1
98,krabby,johto-route-47-inside-cave,johto-route-47,johto,1
98,krabby,kanto-route-12-area,kanto-route-12,kanto,1
98,krabby,kanto-sea-route-19-area,kanto-sea-route-19,kanto,1
98,krabby,kanto-sea-route-20-area,kanto-sea-route-20,kanto,1
98,krabby,cinnabar-island-area,cinnabar-island,kanto,1
98,krabby,cerulean-city-area,cerulean-city,kanto,1
98,krabby,vermilion-city-area,vermilion-city,kanto,1
98,krabby,fuchsia-city-area,fuchsia-city,kanto,1
98,krabby,pallet-town-area,pallet-town,kanto,1
98,krabby,kanto-route-4-area,kanto-route-4,kanto,1
98,krabby,kanto-route-6-area,kanto-route-6,kanto,1
98,krabby,kanto-route-10-area,kanto-route-10,kanto,1
98,krabby,kanto-route-11-area,kanto-route-11,kanto,1
98,krabby,kanto-route-13-area,kanto-route-13,kanto,1
98,krabby,kanto-route-17-area,kanto-route-17,kanto,1
98,krabby,kanto-route-18-area,kanto-route-18,kanto,1
98,krabby,kanto-sea-route-21-area,kanto-sea-route-21,kanto,1
98,krabby,kanto-route-24-area,kanto-route-24,kanto,1
98,krabby,kanto-route-25-area,kanto-route-25,kanto,1
98,krabby,kanto-safari-zone-middle,kanto-safari-zone,kanto,1
98,krabby,kanto-safari-zone-area-1-east,kanto-safari-zone,kanto,1
98,krabby,kanto-safari-zone-area-2-north,kanto-safari-zone,kanto,1
98,krabby,kanto-safari-zone-area-3-west,kanto-safari-zone,kanto,1
98,krabby,vermilion-city-ss-anne-dock,vermilion-city,kanto,1
98,krabby,ss-anne-area,ss-anne,kanto,1
98,krabby,icefall-cave-waterfall,icefall-cave,kanto,1
98,krabby,kindle-road-area,kindle-road,kanto,1
98,krabby,treasure-beach-area,treasure-beach,kanto,1
98,krabby,bond-bridge-area,bond-bridge,kanto,1
98,krabby,resort-gorgeous-area,resort-gorgeous,kanto,1
98,krabby,water-labyrinth-area,water-labyrinth,kanto,1
98,krabby,five-isle-meadow-area,five-isle-meadow,kanto,1
98,krabby,memorial-pillar-area,memorial-pillar,kanto,1
98,krabby,outcast-island-area,outcast-island,kanto,1
98,krabby,green-path-area,green-path,kanto,1
98,krabby,water-path-area,water-path,kanto,1
98,krabby,trainer-tower-area,trainer-tower,kanto,1
98,krabby,tanoby-ruins-area,tanoby-ruins,kanto,1
98,krabby,one-island-area,one-island,kanto,1
98,krabby,five-island-area,five-island,kanto,1
98,krabby,driftveil-city-area,driftveil-city,unova,1
98,krabby,unova-route-4-area,unova-route-4,unova,1
98,krabby,unova-route-13-area,unova-route-13,unova,1
98,krabby,virbank-city-area,virbank-city,unova,1
98,krabby,virbank-complex-outer,virbank-complex,unova,1
98,krabby,johto-safari-zone-zone-mountain,johto-safari-zone,johto,1
98,krabby,johto-safari-zone-zone-rocky-beach,johto-safari-zone,johto,1
100,voltorb,sinnoh-route-218-area,sinnoh-route-218,sinnoh,1
100,voltorb,kanto-route-10-area,kanto-route-10,kanto,1
100,voltorb,power-plant-area,power-plant,kanto,1
100,voltorb,new-mauville-entrance,new-mauville,hoenn,1
100,voltorb,new-mauville-area,new-mauville,hoenn,1
100,voltorb,team-rocket-hq-area,team-rocket-hq,johto,1
102,exeggcute,johto-route-29-area,johto-route-29,johto,1
102,exeggcute,johto-route-30-area,johto-route-30,johto,1
102,exeggcute,johto-route-31-area,johto-route-31,johto,1
102,exeggcute,johto-route-32-area,johto-route-32,johto,1
102,exeggcute,ilex-forest-area,ilex-forest,johto,1
102,exeggcute,johto-route-34-area,johto-route-34,johto,1
102,exeggcute,johto-route-35-area,johto-route-35,johto,1
102,exeggcute,johto-route-36-area,johto-route-36,johto,1
102,exeggcute,johto-route-37-area,johto-route-37,johto,1
102,exeggcute,johto-route-38-area,johto-route-38,johto,1
102,exeggcute,johto-route-39-area,johto-route-39,johto,1
102,exeggcute,johto-route-43-area,johto-route-43,johto,1
102,exeggcute,lake-of-rage-area,lake-of-rage,johto,1
102,exeggcute,kanto-route-26-area,kanto-route-26,kanto,1
102,exeggcute,kanto-route-27-area,kanto-route-27,kanto,1
102,exeggcute,kanto-safari-zone-middle,kanto-safari-zone,kanto,1
102,exeggcute,kanto-safari-zone-area-1-east,kanto-safari-zone,kanto,1
102,exeggcute,kanto-safari-zone-area-2-north,kanto-safari-zone,kanto,1
102,exeggcute,kanto-safari-zone-area-3-west,kanto-safari-zone,kanto,1
102,exeggcute,berry-forest-area,berry-forest,kanto,1
102,exeggcute,kalos-route-12-area,kalos-route-12,kalos,1
102,exeggcute,azure-bay-area,azure-bay,kalos,1
102,exeggcute,azalea-town-area,azalea-town,johto,1
102,exeggcute,ancient-poni-path-area,ancient-poni-path,alola,1
102,exeggcute,exeggutor-island-area,exeggutor-island,alola,1
102,exeggcute,poni-wilds-area,poni-wilds,alola,1
104,cubone,sinnoh-route-203-area,sinnoh-route-203,sinnoh,1
104,cubone,rock-tunnel-1f,rock-tunnel,kanto,1
104,cubone,rock-tunnel-b1f,rock-tunnel,kanto,1
104,cubone,pokemon-tower-3f,pokemon-tower,kanto,1
104,cubone,pokemon-tower-4f,pokemon-tower,kanto,1
104,cubone,pokemon-tower-5f,pokemon-tower,kanto,1
104,cubone,pokemon-tower-6f,pokemon-tower,kanto,1
104,cubone,pokemon-tower-7f,pokemon-tower,kanto,1
104,cubone,kanto-safari-zone-area-1-east,kanto-safari-zone,kanto,1
104,cubone,kanto-safari-zone-area-2-north,kanto-safari-zone,kanto,1
104,cubone,kanto-safari-zone-area-3-west,kanto-safari-zone,kanto,1
104,cubone,sevault-canyon-area,sevault-canyon,kanto,1
104,cubone,glittering-cave-unknown-area-303,glittering-cave,kalos,1
104,cubone,johto-safari-zone-zone-desert,johto-safari-zone,johto,1
104,cubone,wela-volcano-park-area,wela-volcano-park,alola,1
108,lickitung,lake-valor-area,lake-valor,sinnoh,1
108,lickitung,sinnoh-route-215-area,sinnoh-route-215,sinnoh,1
108,lickitung,johto-route-44-area,johto-route-44,johto,1
108,lickitung,cerulean-cave-b1f,cerulean-cave,kanto,1
108,lickitung,unova-route-2-area,unova-route-2,unova,1
108,lickitung,challengers-cave-1f,challengers-cave,unova,1
108,lickitung,challengers-cave-b1f,challengers-cave,unova,1
108,lickitung,challengers-cave-b2f,challengers-cave,unova,1
108,lickitung,kalos-victory-road-unknown-area-322,kalos-victory-road,kalos,1
108,lickitung,kalos-victory-road-unknown-area-324,kalos-victory-road,kalos,1
108,lickitung,kalos-victory-road-unknown-area-326,kalos-victory-road,kalos,1
108,lickitung,kalos-victory-road-unknown-area-328,kalos-victory-road,kalos,1
108,lickitung,johto-safari-zone-zone-mountain,johto-safari-zone,johto,1
108,lickitung,poni-gauntlet-area,poni-gauntlet,alola,1
109,koffing,stark-mountain-inside,stark-mountain,sinnoh,1
109,koffing,burned-tower-1f,burned-tower,johto,1
109,koffing,burned-tower-b1f,burned-tower,johto,1
109,koffing,celadon-city-area,celadon-city,kanto,1
109,koffing,pokemon-mansion-1f,pokemon-mansion,kanto,1
109,koffing,pokemon-mansion-2f,pokemon-mansion,kanto,1
109,koffing,pokemon-mansion-3f,pokemon-mansion,kanto,1
109,koffing,pokemon-mansion-b1f,pokemon-mansion,kanto,1
109,koffing,fiery-path-area,fiery-path,hoenn,1
109,koffing,virbank-complex-inner,virbank-complex,unova,1
109,koffing,johto-safari-zone-zone-marshland,johto-safari-zone,johto,1
109,koffing,team-rocket-hq-area,team-rocket-hq,johto,1
111,rhyhorn,sinnoh-victory-road-1f,sinnoh-victory-road,sinnoh,1
111,rhyhorn,stark-mountain-area,stark-mountain,sinnoh,1
111,rhyhorn,stark-mountain-entrance,stark-mountain,sinnoh,1
111,rhyhorn,sinnoh-route-214-area,sinnoh-route-214,sinnoh,1
111,rhyhorn,sinnoh-route-227-area,sinnoh-route-227,sinnoh,1
111,rhyhorn,kanto-victory-road-1-1f,kanto-victory-road-1,kanto,1
111,rhyhorn,kanto-victory-road-1-2f,kanto-victory-road-1,kanto,1
111,rhyhorn,kanto-victory-road-1-3f,kanto-victory-road-1,kanto,1
111,rhyhorn,cerulean-cave-2f,cerulean-cave,kanto,1
111,rhyhorn,cerulean-cave-b1f,cerulean-cave,kanto,1
111,rhyhorn,kanto-safari-zone-middle,kanto-safari-zone,kanto,1
111,rhyhorn,kanto-safari-zone-area-2-north,kanto-safari-zone,kanto,1
111,rhyhorn,hoenn-safari-zone-nwmach-bike-area,hoenn-safari-zone,hoenn,1
111,rhyhorn,glittering-cave-unknown-area-303,glittering-cave,kalos,1
111,rhyhorn,johto-safari-zone-zone-savannah,johto-safari-zone,johto,1
111,rhyhorn,blush-mountain-area,blush-mountain,alola,1
114,tangela,great-marsh-area-1,great-marsh,sinnoh,1
114,tangela,great-marsh-area-2,great-marsh,sinnoh,1
114,tangela,great-marsh-area-3,great-marsh,sinnoh,1
114,tangela,great-marsh-area-4,great-marsh,sinnoh,1
114,tangela,great-marsh-area-5,great-marsh,sinnoh,1
114,tangela,great-marsh-area-6,great-marsh,sinnoh,1
114,tangela,johto-route-44-area,johto-route-44,johto,1
114,tangela,mt-silver-outside,mt-silver,johto,1
114,tangela,kanto-route-28-area,kanto-route-28,kanto,1
114,tangela,kanto-sea-route-21-area,kanto-sea-route-21,kanto,1
114,tangela,kanto-safari-zone-middle,kanto-safari-zone,kanto,1
114,tangela,kanto-safari-zone-area-3-west,kanto-safari-zone,kanto,1
114,tangela,treasure-beach-area,treasure-beach,kanto,1
114,tangela,giant-chasm-outside,giant-chasm,unova,1
114,tangela,unova-route-13-area,unova-route-13,unova,1
115,kangaskhan,rock-tunnel-b1f,rock-tunnel,kanto,1
115,kangaskhan,kanto-safari-zone-area-1-east,kanto-safari-zone,kanto,1
115,kangaskhan,kanto-safari-zone-area-2-north,kanto-safari-zone,kanto,1
115,kangaskhan,kanto-safari-zone-area-3-west,kanto-safari-zone,kanto,1
115,kangaskhan,unova-route-15-area,unova-route-15,unova,1
115,kangaskhan,glittering-cave-unknown-area-303,glittering-cave,kalos,1
115,kangaskhan,johto-safari-zone-zone-wasteland,johto-safari-zone,johto,1
115,kangaskhan,wela-volcano-park-area,wela-volcano-park,alola,1
116,horsea,sinnoh-sea-route-226-area,sinnoh-sea-route-226,sinnoh,1
116,horsea,whirl-islands-1f,whirl-islands,johto,1
116,horsea,whirl-islands-b2f,whirl-islands,johto,1
116,horsea,whirl-islands-b3f,whirl-islands,johto,1
116,horsea,seafoam-islands-1f,seafoam-islands,kanto,1
116,horsea,seafoam-islands-b1f,seafoam-islands,kanto,1
116,horsea,seafoam-islands-b2f,seafoam-islands,kanto,1
116,horsea,seafoam-islands-b3f,seafoam-islands,kanto,1
116,horsea,seafoam-islands-b4f,seafoam-islands,kanto,1
116,horsea,kanto-route-12-area,kanto-route-12,kanto,1
116,horsea,kanto-sea-route-19-area,kanto-sea-route-19,kanto,1
116,horsea,kanto-sea-route-20-area,kanto-sea-route-20,kanto,1
116,horsea,cinnabar-island-area,cinnabar-island,kanto,1
116,horsea,cerulean-city-area,cerulean-city,kanto,1
116,horsea,vermilion-city-area,vermilion-city,kanto,1
116,horsea,pallet-town-area,pallet-town,kanto,1
116,horsea,kanto-route-4-area,kanto-route-4,kanto,1
116,horsea,kanto-route-10-area,kanto-route-10,kanto,1
116,horsea,kanto-route-11-area,kanto-route-11,kanto,1
116,horsea,kanto-route-13-area,kanto-route-13,kanto,1
116,horsea,kanto-sea-route-21-area,kanto-sea-route-21,kanto,1
116,horsea,kanto-route-24-area,kanto-route-24,kanto,1
116,horsea,hoenn-route-132-area,hoenn-route-132,hoenn,1
116,horsea,hoenn-route-133-area,hoenn-route-133,hoenn,1
116,horsea,hoenn-route-134-area,hoenn-route-134,hoenn,1
116,horsea,ss-anne-area,ss-anne,kanto,1
116,horsea,icefall-cave-waterfall,icefall-cave,kanto,1
116,horsea,kindle-road-area,kindle-road,kanto,1
116,horsea,treasure-beach-area,treasure-beach,kanto,1
116,horsea,bond-bridge-area,bond-bridge,kanto,1
116,horsea,resort-gorgeous-area,resort-gorgeous,kanto,1
116,horsea,water-labyrinth-area,water-labyrinth,kanto,1
116,horsea,five-isle-meadow-area,five-isle-meadow,kanto,1
116,horsea,memorial-pillar-area,memorial-pillar,kanto,1
116,horsea,outcast-island-area,outcast-island,kanto,1
116,horsea,green-path-area,green-path,kanto,1
116,horsea,water-path-area,water-path,kanto,1
116,horsea,trainer-tower-area,trainer-tower,kanto,1
116,horsea,tanoby-ruins-area,tanoby-ruins,kanto,1
116,horsea,one-island-area,one-island,kanto,1
116,horsea,five-island-area,five-island,kanto,1
116,horsea,p2-laboratory-area,p2-laboratory,unova,1
116,horsea,unova-route-18-area,unova-route-18,unova,1
116,horsea,unova-route-17-area,unova-route-17,unova,1
116,horsea,ambrette-town-area,ambrette-town,kalos,1
116,horsea,cyllage-city-area,cyllage-city,kalos,1
116,horsea,kalae-bay-area,kalae-bay,alola,1
118,goldeen,sendoff-spring-area,sendoff-spring,sinnoh,1
118,goldeen,lake-verity-before-galactic-intervention,lake-verity,sinnoh,1
118,goldeen,lake-verity-after-galactic-intervention,lake-verity,sinnoh,1
118,goldeen,lake-valor-area,lake-valor,sinnoh,1
118,goldeen,lake-acuity-area,lake-acuity,sinnoh,1
118,goldeen,sinnoh-route-203-area,sinnoh-route-203,sinnoh,1
118,goldeen,sinnoh-route-204-south-towards-jubilife-city,sinnoh-route-204,sinnoh,1
118,goldeen,sinnoh-route-204-north-towards-floaroma-town,sinnoh-route-204,sinnoh,1
118,goldeen,sinnoh-route-208-area,sinnoh-route-208,sinnoh,1
118,goldeen,sinnoh-route-209-area,sinnoh-route-209,sinnoh,1
118,goldeen,sinnoh-route-212-north-towards-hearthome-city,sinnoh-route-212,sinnoh,1
118,goldeen,sinnoh-route-214-area,sinnoh-route-214,sinnoh,1
118,goldeen,sinnoh-route-229-area,sinnoh-route-229,sinnoh,1
118,goldeen,twinleaf-town-area,twinleaf-town,sinnoh,1
118,goldeen,celestic-town-area,celestic-town,sinnoh,1
118,goldeen,resort-area-area,resort-area,sinnoh,1
118,goldeen,union-cave-1f,union-cave,johto,1
118,goldeen,union-cave-b1f,union-cave,johto,1
118,goldeen,slowpoke-well-1f,slowpoke-well,johto,1
118,goldeen,slowpoke-well-b1f,slowpoke-well,johto,1
118,goldeen,johto-route-42-area,johto-route-42,johto,1
118,goldeen,mt-mortar-1f,mt-mortar,johto,1
118,goldeen,mt-mortar-upper-cave,mt-mortar,johto,1
118,goldeen,mt-mortar-b1f,mt-mortar,johto,1
118,goldeen,dark-cave-violet-city-entrance,dark-cave,johto,1
118,goldeen,dark-cave-blackthorn-city-entrance,dark-cave,johto,1
118,goldeen,seafoam-islands-b3f,seafoam-islands,kanto,1
118,goldeen,seafoam-islands-b4f,seafoam-islands,kanto,1
118,goldeen,mt-silver-2f,mt-silver,johto,1
118,goldeen,mt-silver-1f-top,mt-silver,johto,1
118,goldeen,mt-silver-4f,mt-silver,johto,1
118,goldeen,mt-silver-1f,mt-silver,johto,1
118,goldeen,mt-silver-top,mt-silver,johto,1
118,goldeen,unknown-all-rattata-area,unknown-all-rattata,johto,1
118,goldeen,kanto-route-12-area,kanto-route-12,kanto,1
118,goldeen,kanto-sea-route-19-area,kanto-sea-route-19,kanto,1
118,goldeen,kanto-sea-route-20-area,kanto-sea-route-20,kanto,1
118,goldeen,cinnabar-island-area,cinnabar-island,kanto,1
118,goldeen,viridian-city-area,viridian-city,kanto,1
118,goldeen,cerulean-city-area,cerulean-city,kanto,1
118,goldeen,vermilion-city-area,vermilion-city,kanto,1
118,goldeen,celadon-city-area,celadon-city,kanto,1
118,goldeen,fuchsia-city-area,fuchsia-city,kanto,1
118,goldeen,pallet-town-area,pallet-town,kanto,1
118,goldeen,kanto-route-4-area,kanto-route-4,kanto,1
118,goldeen,kanto-route-6-area,kanto-route-6,kanto,1
118,goldeen,kanto-route-9-area,kanto-route-9,kanto,1
118,goldeen,kanto-route-10-area,kanto-route-10,kanto,1
118,goldeen,kanto-route-11-area,kanto-route-11,kanto,1
118,goldeen,kanto-route-13-area,kanto-route-13,kanto,1
118,goldeen,kanto-route-17-area,kanto-route-17,kanto,1
118,goldeen,kanto-route-18-area,kanto-route-18,kanto,1
118,goldeen,kanto-sea-route-21-area,kanto-sea-route-21,kanto,1
118,goldeen,kanto-route-22-area,kanto-route-22,kanto,1
118,goldeen,kanto-route-24-area,kanto-route-24,kanto,1
118,goldeen,kanto-route-25-area,kanto-route-25,kanto,1
118,goldeen,tohjo-falls-area,tohjo-falls,johto,1
118,goldeen,cerulean-cave-1f,cerulean-cave,kanto,1
118,goldeen,cerulean-cave-2f,cerulean-cave,kanto,1
118,goldeen,cerulean-cave-b1f,cerulean-cave,kanto,1
118,goldeen,kanto-route-23-area,kanto-route-23,kanto,1
118,goldeen,kanto-safari-zone-middle,kanto-safari-zone,kanto,1
118,goldeen,kanto-safari-zone-area-1-east,kanto-safari-zone,kanto,1
118,goldeen,kanto-safari-zone-area-2-north,kanto-safari-zone,kanto,1
118,goldeen,kanto-safari-zone-area-3-west,kanto-safari-zone,kanto,1
118,goldeen,vermilion-city-ss-anne-dock,vermilion-city,kanto,1
118,goldeen,petalburg-city-area,petalburg-city,hoenn,1
118,goldeen,meteor-falls-area,meteor-falls,hoenn,1
118,goldeen,meteor-falls-back,meteor-falls,hoenn,1
118,goldeen,meteor-falls-b1f,meteor-falls,hoenn,1
118,goldeen,meteor-falls-backsmall-room,meteor-falls,hoenn,1
118,goldeen,hoenn-victory-road-b2f,hoenn-victory-road,hoenn,1
118,goldeen,hoenn-route-102-area,hoenn-route-102,hoenn,1
118,goldeen,hoenn-route-111-area,hoenn-route-111,hoenn,1
118,goldeen,hoenn-route-114-area,hoenn-route-114,hoenn,1
118,goldeen,hoenn-route-117-area,hoenn-route-117,hoenn,1
118,goldeen,hoenn-route-120-area,hoenn-route-120,hoenn,1
118,goldeen,hoenn-safari-zone-nwmach-bike-area,hoenn-safari-zone,hoenn,1
118,goldeen,hoenn-safari-zone-sw,hoenn-safari-zone,hoenn,1
118,goldeen,hoenn-safari-zone-expansion-south,hoenn-safari-zone,hoenn,1
118,goldeen,berry-forest-area,berry-forest,kanto,1
118,goldeen,icefall-cave-entrance,icefall-cave,kanto,1
118,goldeen,cape-brink-area,cape-brink,kanto,1
118,goldeen,ruin-valley-area,ruin-valley,kanto,1
118,goldeen,four-island-area,four-island,kanto,1
118,goldeen,striaton-city-area,striaton-city,unova,1
118,goldeen,pinwheel-forest-inside,pinwheel-forest,unova,1
118,goldeen,unova-route-3-area,unova-route-3,unova,1
118,goldeen,unova-route-11-area,unova-route-11,unova,1
118,goldeen,unova-route-14-area,unova-route-14,unova,1
118,goldeen,abundant-shrine-area,abundant-shrine,unova,1
118,goldeen,lostlorn-forest-area,lostlorn-forest,unova,1
118,goldeen,aspertia-city-area,aspertia-city,unova,1
118,goldeen,unova-route-22-area,unova-route-22,unova,1
118,goldeen,kalos-route-3-area,kalos-route-3,kalos,1
118,goldeen,kalos-route-22-area,kalos-route-22,kalos,1
118,goldeen,parfum-palace-area,parfum-palace,kalos,1
118,goldeen,johto-safari-zone-zone-swamp,johto-safari-zone,johto,1
118,goldeen,johto-safari-zone-zone-rocky-beach,johto-safari-zone,johto,1
118,goldeen,brooklet-hill-north,brooklet-hill,alola,1
118,goldeen,brooklet-hill-south,brooklet-hill,alola,1
118,goldeen,malie-garden-area,malie-garden,alola,1
120,staryu,canalave-city-area,canalave-city,sinnoh,1
120,staryu,sunyshore-city-area,sunyshore-city,sinnoh,1
120,staryu,cherrygrove-city-area,cherrygrove-city,johto,1
120,staryu,union-cave-b2f,union-cave,johto,1
120,staryu,johto-route-34-area,johto-route-34,johto,1
120,staryu,olivine-city-area,olivine-city,johto,1
120,staryu,johto-sea-route-40-area,johto-sea-route-40,johto,1
120,staryu,cianwood-city-area,cianwood-city,johto,1
120,staryu,johto-route-47-area,johto-route-47,johto,1
120,staryu,seafoam-islands-1f,seafoam-islands,kanto,1
120,staryu,seafoam-islands-b1f,seafoam-islands,kanto,1
120,staryu,seafoam-islands-b2f,seafoam-islands,kanto,1
120,staryu,seafoam-islands-b3f,seafoam-islands,kanto,1
120,staryu,seafoam-islands-b4f,seafoam-islands,kanto,1
120,staryu,kanto-sea-route-19-area,kanto-sea-route-19,kanto,1
120,staryu,kanto-sea-route-20-area,kanto-sea-route-20,kanto,1
120,staryu,cinnabar-island-area,cinnabar-island,kanto,1
120,staryu,vermilion-city-area,vermilion-city,kanto,1
120,staryu,pallet-town-area,pallet-town,kanto,1
120,staryu,kanto-sea-route-21-area,kanto-sea-route-21,kanto,1
120,staryu,vermilion-city-ss-anne-dock,vermilion-city,kanto,1
120,staryu,lilycove-city-area,lilycove-city,hoenn,1
120,staryu,ss-anne-area,ss-anne,kanto,1
120,staryu,icefall-cave-waterfall,icefall-cave,kanto,1
120,staryu,one-island-area,one-island,kanto,1
120,staryu,five-island-area,five-island,kanto,1
120,staryu,unova-route-13-area,unova-route-13,unova,1
120,staryu,undella-town-area,undella-town,unova,1
120,staryu,humilau-city-area,humilau-city,unova,1
120,staryu,kalos-route-8-area,kalos-route-8,kalos,1
120,staryu,alola-route-7-area,alola-route-7,alola,1
120,staryu,hano-beach-area,hano-beach,alola,1
120,staryu,poke-pelago-poni-island-reached,poke-pelago,alola,1
120,staryu,poke-pelago-ulaula-island-reached,poke-pelago,alola,1
120,staryu,poke-pelago-elite-four-defeated,poke-pelago,alola,1
123,scyther,sinnoh-route-210-south-towards-solaceon-town,sinnoh-route-210,sinnoh,1
123,scyther,sinnoh-route-210-west-towards-celestic-town,sinnoh-route-210,sinnoh,1
123,scyther,sinnoh-route-215-area,sinnoh-route-215,sinnoh,1
123,scyther,sinnoh-route-229-area,sinnoh-route-229,sinnoh,1
123,scyther,kanto-safari-zone-middle,kanto-safari-zone,kanto,1
123,scyther,kanto-safari-zone-area-1-east,kanto-safari-zone,kanto,1
123,scyther,kanto-safari-zone-area-2-north,kanto-safari-zone,kanto,1
123,scyther,kalos-route-21-area,kalos-route-21,kalos,1
123,scyther,poni-plains-center,poni-plains,alola,1
123,scyther,poke-pelago-elite-four-defeated,poke-pelago,alola,1
127,pinsir,sinnoh-route-229-area,sinnoh-route-229,sinnoh,1
127,pinsir,kanto-safari-zone-middle,kanto-safari-zone,kanto,1
127,pinsir,kanto-safari-zone-area-1-east,kanto-safari-zone,kanto,1
127,pinsir,kanto-safari-zone-area-2-north,kanto-safari-zone,kanto,1
127,pinsir,kanto-safari-zone-area-3-west,kanto-safari-zone,kanto,1
127,pinsir,hoenn-safari-zone-nwmach-bike-area,hoenn-safari-zone,hoenn,1
127,pinsir,unova-route-12-area,unova-route-12,unova,1
127,pinsir,lostlorn-forest-area,lostlorn-forest,unova,1
127,pinsir,kalos-route-12-area,kalos-route-12,kalos,1
127,pinsir,exeggutor-island-area,exeggutor-island,alola,1
127,pinsir,lush-jungle-north,lush-jungle,alola,1
127,pinsir,lush-jungle-south,lush-jungle,alola,1
127,pinsir,lush-jungle-west,lush-jungle,alola,1
127,pinsir,poni-grove-area,poni-grove,alola,1
127,pinsir,poke-pelago-poni-island-reached,poke-pelago,alola,1
127,pinsir,poke-pelago-ulaula-island-reached,poke-pelago,alola,1
127,pinsir,poke-pelago-elite-four-defeated,poke-pelago,alola,1
128,tauros,sinnoh-route-209-area,sinnoh-route-209,sinnoh,1
