item_id,name,category,effect,sprite
222,poison-barb,type-enhancement,Held: Increases the power of the holder’s Poison moves by 20%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/poison-barb.png
223,never-melt-ice,type-enhancement,Held: Increases the power of the holder’s Ice moves by 20%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/never-melt-ice.png
224,spell-tag,type-enhancement,Held: Increases the power of the holder’s Ghost moves by 20%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/spell-tag.png
225,twisted-spoon,type-enhancement,Held: Increases the power of the holder’s Psychic moves by 20%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/twisted-spoon.png
226,charcoal,type-enhancement,Held: Increases the power of the holder’s Fire moves by 20%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/charcoal.png
227,dragon-fang,type-enhancement,Held: Increases the power of the holder’s Dragon moves by 20%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dragon-fang.png
228,silk-scarf,type-enhancement,Held: Increases the power of the holder’s Normal moves by 20%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/silk-scarf.png
229,up-grade,evolution,Held by Porygon: Evolves the holder into Porygon2 when traded.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/up-grade.png
230,shell-bell,held-items,Held: Heals the holder by 1/8 of any damage it inflicts.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/shell-bell.png
231,sea-incense,type-enhancement,Held: Increases the power of the holder’s Water moves by 20%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sea-incense.png
232,lax-incense,held-items,Held: Increases the holder’s Evasion by 5%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lax-incense.png
233,lucky-punch,species-specific,Held by Chansey: Raises the holder’s critical hit counter by 2.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lucky-punch.png
234,metal-powder,species-specific,Held by Ditto: Increases the holder’s initial Defense and Special Defense by 50%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/metal-powder.png
235,thick-club,species-specific,Held by Cubone or Marowak: Doubles the holder’s Attack.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/thick-club.png
236,stick,species-specific,Held by Farfetch’d: Raises the holder’s critical hit counter by 2.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/stick.png
237,red-scarf,scarves,Held: Increases the holder’s Coolness during a Super Contest’s Visual Competition.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/red-scarf.png
238,blue-scarf,scarves,Held: Increases the holder’s Beauty during a Super Contest’s Visual Competition.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/blue-scarf.png
239,pink-scarf,scarves,Held: Increases the holder’s Cuteness during a Super Contest’s Visual Competition.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pink-scarf.png
240,green-scarf,scarves,Held: Increases the holder’s Smartness during a Super Contest’s Visual Competition.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/green-scarf.png
241,yellow-scarf,scarves,Held: Increases the holder’s Toughness during a Super Contest’s Visual Competition.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/yellow-scarf.png
242,wide-lens,held-items,Held: Increases the accuracy of any move the holder uses by 10% (multiplied; i.e. 70% accuracy is increased to 77%).,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/wide-lens.png
243,muscle-band,held-items,Held: Increases the power of the holder’s physical moves by 10%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/muscle-band.png
244,wise-glasses,held-items,Held: Increases the power of the holder’s special moves by 10%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/wise-glasses.png
245,expert-belt,held-items,"Held: When the holder hits with a super-effective move, its power is raised by 20%.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/expert-belt.png
246,light-clay,held-items,"Held: The holder’s Reflect and Light Screen will create effects lasting for eight turns rather than five.  As this item affects the move rather than the barrier itself, the effect is not lost if the holder leaves battle or drops this item.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/light-clay.png
247,life-orb,held-items,"Held: Damage from the holder’s moves is increased by 30%.  On each turn the holder uses a damage-inflicting move, it takes 10% its max HP in damage.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/life-orb.png
248,power-herb,held-items,"Held: Whenever the holder uses a move that requires a turn to charge first (Bounce, Dig, Dive, Fly, Razor Wind, Skull Bash, Sky Attack, or Solarbeam), this item is consumed and the charge is skipped.  Skull Bash still provides a Defense boost.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/power-herb.png
249,toxic-orb,bad-held-items,Held: Badly poisons the holder at the end of each turn.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/toxic-orb.png
250,flame-orb,bad-held-items,Held: Burns the holder at the end of each turn.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/flame-orb.png
251,quick-powder,species-specific,Held by Ditto: Doubles the holder’s initial Speed.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/quick-powder.png
252,focus-sash,held-items,"Held: If the holder has full HP and is attacked for regular damage that would faint it, this item is consumed and prevents the holder’s HP from lowering below 1.  This effect works against multi-hit attacks, but does not work against the effects of Doom Desire or Future Sight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/focus-sash.png
253,zoom-lens,held-items,"Held: Raises the holder’s Accuracy by 20% when it goes last.
Ingame description is incorrect.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/zoom-lens.png
254,metronome,held-items,"Held: Each time the holder uses the same move consecutively, its power is increased by another 10% of its original, to a maximum of 100%.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/metronome.png
255,iron-ball,bad-held-items,"Held: Decreases the holder’s Speed by 50%.  If the holder is Flying or has Levitate, it takes regular damage from Ground attacks and is suspectible to Spikes and Toxic Spikes.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/iron-ball.png
256,lagging-tail,bad-held-items,"Held: The holder will go last within its move’s priority bracket, regardless of Speed.  If multiple Pokémon within the same priority bracket are subject to this effect, the slower Pokémon will go first.  The holder will move after Pokémon with Stall.  If the holder has Stall, Stall is ignored.  This item ignores Trick Room.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lagging-tail.png
257,destiny-knot,held-items,"Held: When the holder becomes Attracted, the Pokémon it is Attracted to becomes Attracted back.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/destiny-knot.png
258,black-sludge,held-items,"Held: If the holder is Poison-type, restores 1/16 max HP at the end of each turn.  Otherwise, damages the holder by 1/16 its max HP at the end of each turn.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/black-sludge.png
259,icy-rock,held-items,"Held: The holder’s Hail will create a hailstorm lasting for eight turns rather than five.  As this item affects the move rather than the weather itself, the effect is not lost if the holder leaves battle or drops this item.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/icy-rock.png
260,smooth-rock,held-items,"Held: The holder’s Sandstorm will create a sandstorm lasting for eight turns rather than five.  As this item affects the move rather than the weather itself, the effect is not lost if the holder leaves battle or drops this item.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/smooth-rock.png
261,heat-rock,held-items,"Held: The holder’s Sunny Day will create sunshine lasting for eight turns rather than five.  As this item affects the move rather than the weather itself, the effect is not lost if the holder leaves battle or drops this item.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/heat-rock.png
262,damp-rock,held-items,"Held: The holder’s Rain Dance will create rain lasting for eight turns rather than five.  As this item affects the move rather than the weather itself, the effect is not lost if the holder leaves battle or drops this item.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/damp-rock.png
263,grip-claw,held-items,Held: Increases the duration of the holder’s multiturn (2-5 turn) moves by three turns.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/grip-claw.png
264,choice-scarf,choice,"Held: Increases the holder’s Speed by 50%, but restricts it to the first move it uses until it leaves battle or loses this item.  If this item is swapped for another Choice item via Trick or Switcheroo, the holder’s restriction is still lifted, but it will again be restricted to the next move it uses.
(Quirk: If the holder is switched in by U-Turn and it also knows U-Turn, U-Turn becomes its restricted move.)",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/choice-scarf.png
265,sticky-barb,bad-held-items,"Held: Damaged the holder for 1/8 its max HP.  When the holder is struck by a contact move, damages the attacker for 1/8 its max HP; if the attacker is not holding an item, it will take this item.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sticky-barb.png
266,power-bracer,effort-training,"Held: Decreases the holder’s Speed by 50%.  Whenever the holder gains Attack effort from battle, increases that effort by 4; this applies before the PokéRUS doubling effect.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/power-bracer.png
267,power-belt,effort-training,"Held: Decreases the holder’s Speed by 50%.  Whenever the holder gains Defense effort from battle, increases that effort by 4; this applies before the PokéRUS doubling effect.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/power-belt.png
268,power-lens,effort-training,"Held: Decreases the holder’s Speed by 50%.  Whenever the holder gains Special Attack effort from battle, increases that effort by 4; this applies before the PokéRUS doubling effect.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/power-lens.png
269,power-band,effort-training,"Held: Decreases the holder’s Speed by 50%.  Whenever the holder gains Special Defense effort from battle, increases that effort by 4; this applies before the PokéRUS doubling effect.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/power-band.png
270,power-anklet,effort-training,"Held: Decreases the holder’s Speed by 50%.  Whenever the holder gains Speed effort from battle, increases that effort by 4; this applies before the PokéRUS doubling effect.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/power-anklet.png
271,power-weight,effort-training,"Held: Decreases the holder’s Speed by 50%.  Whenever the holder gains HP effort from battle, increases that effort by 4; this applies before the PokéRUS doubling effect.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/power-weight.png
272,shed-shell,held-items,Held: The holder is unaffected by any moves or abilities that would prevent it from actively leaving battle.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/shed-shell.png
273,big-root,held-items,"Held: HP restored from Absorb, Aqua Ring, Drain Punch, Dream Eater, Giga Drain, Ingrain, Leech Life, Leech Seed, and Mega Drain is increased by 30%.  Damage inflicted is not affected.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/big-root.png
274,choice-specs,choice,"Held: Increases the holder’s Special Attack by 50%, but restricts it to the first move it uses until it leaves battle or loses this item.  If this item is swapped for another Choice item via Trick or Switcheroo, the holder’s restriction is still lifted, but it will again be restricted to the next move it uses.
(Quirk: If the holder is switched in by U-Turn and it also knows U-Turn, U-Turn becomes its restricted move.)",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/choice-specs.png
275,flame-plate,plates,"Held: Increases the power of the holder’s Fire moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Fire.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/flame-plate.png
276,splash-plate,plates,"Held: Increases the power of the holder’s Water moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Water.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/splash-plate.png
277,zap-plate,plates,"Held: Increases the power of the holder’s Electric moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Electric.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/zap-plate.png
278,meadow-plate,plates,"Held: Increases the power of the holder’s Grass moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Grass.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/meadow-plate.png
279,icicle-plate,plates,"Held: Increases the power of the holder’s Ice moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Ice.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/icicle-plate.png
280,fist-plate,plates,"Held: Increases the power of the holder’s Fighting moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Fighting.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/fist-plate.png
281,toxic-plate,plates,"Held: Increases the power of the holder’s Poison moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Poison.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/toxic-plate.png
282,earth-plate,plates,"Held: Increases the power of the holder’s Ground moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Ground.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/earth-plate.png
283,sky-plate,plates,"Held: Increases the power of the holder’s Flying moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Flying.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sky-plate.png
284,mind-plate,plates,"Held: Increases the power of the holder’s Psychic moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Psychic.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mind-plate.png
285,insect-plate,plates,"Held: Increases the power of the holder’s Bug moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Bug.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/insect-plate.png
286,stone-plate,plates,"Held: Increases the power of the holder’s Rock moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Rock.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/stone-plate.png
287,spooky-plate,plates,"Held: Increases the power of the holder’s Ghost moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Ghost.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/spooky-plate.png
288,draco-plate,plates,"Held: Increases the power of the holder’s Dragon moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Dragon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/draco-plate.png
289,dread-plate,plates,"Held: Increases the power of the holder’s Dark moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Dark.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dread-plate.png
290,iron-plate,plates,"Held: Increases the power of the holder’s Steel moves by 20%.
Held by a Multitype Pokémon: Holder’s type becomes Steel.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/iron-plate.png
291,odd-incense,type-enhancement,Held: Increases the power of the holder’s Psychic moves by 20%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/odd-incense.png
292,rock-incense,type-enhancement,Held: Increases the power of the holder’s Rock moves by 20%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rock-incense.png
293,full-incense,bad-held-items,"Held: The holder will go last within its move’s priority bracket, regardless of Speed.  If multiple Pokémon within the same priority bracket are subject to this effect, the slower Pokémon will go first.  The holder will move after Pokémon with Stall.  If the holder has Stall, Stall is ignored.  This item ignores Trick Room.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/full-incense.png
294,wave-incense,type-enhancement,Held: Increases the power of the holder’s Water moves by 20%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/wave-incense.png
295,rose-incense,type-enhancement,Held: Increases the power of the holder’s Grass moves by 20%.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rose-incense.png
296,luck-incense,training,Held: Doubles the money the trainer receives after an in-game trainer battle.  This effect cannot apply more than once to the same battle.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/luck-incense.png
297,pure-incense,training,Held by lead Pokémon: Prevents wild battles with Pokémon that are lower level than the holder.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pure-incense.png
298,protector,evolution,Held by Rhydon: Evolves the holder into Rhyperior when traded.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/protector.png
299,electirizer,evolution,Held by Electabuzz: Evolves the holder into Electivire when traded.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/electirizer.png
300,magmarizer,evolution,Held by Magmar: Evolves the holder into Magmortar when traded.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/magmarizer.png
301,dubious-disc,evolution,Held by Porygon2: Evolves the holder into Porygon-Z when traded.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dubious-disc.png
302,reaper-cloth,evolution,Held by Dusclops: Evolves the holder into Dusknoir when traded.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/reaper-cloth.png
303,razor-claw,held-items,"Held: Raises the holder’s critical hit counter by 1.
Held by Sneasel: Evolves the holder into Weavile when it levels up during the night.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/razor-claw.png
304,razor-fang,held-items,"Held: When the holder attacks with most damaging moves, provides an extra 11.7% (30/256) chance for the target to flinch.
Held by Gligar: Evolves the holder into Gliscor when it levels up.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/razor-fang.png
305,tm01,all-machines,Teaches Focus Punch to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
306,tm02,all-machines,Teaches Dragon Claw to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
307,tm03,all-machines,Teaches Water Pulse to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
308,tm04,all-machines,Teaches Calm Mind to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
309,tm05,all-machines,Teaches Roar to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
310,tm06,all-machines,Teaches Toxic to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
311,tm07,all-machines,Teaches Hail to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
312,tm08,all-machines,Teaches Bulk Up to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
313,tm09,all-machines,Teaches Bullet Seed to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
314,tm10,all-machines,Teaches Hidden Power to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
315,tm11,all-machines,Teaches Sunny Day to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
316,tm12,all-machines,Teaches Taunt to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
317,tm13,all-machines,Teaches Ice Beam to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
318,tm14,all-machines,Teaches Blizzard to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
319,tm15,all-machines,Teaches Hyper Beam to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
320,tm16,all-machines,Teaches Light Screen to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
321,tm17,all-machines,Teaches Protect to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
322,tm18,all-machines,Teaches Rain Dance to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
323,tm19,all-machines,Teaches Giga Drain to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
324,tm20,all-machines,Teaches Safeguard to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
325,tm21,all-machines,Teaches Frustration to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
326,tm22,all-machines,Teaches SolarBeam to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
327,tm23,all-machines,Teaches Iron Tail to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
328,tm24,all-machines,Teaches Thunderbolt to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
329,tm25,all-machines,Teaches Thunder to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
330,tm26,all-machines,Teaches Earthquake to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
331,tm27,all-machines,Teaches Return to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
332,tm28,all-machines,Teaches Dig to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
333,tm29,all-machines,Teaches Psychic to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
334,tm30,all-machines,Teaches Shadow Ball to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
335,tm31,all-machines,Teaches Brick Break to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
336,tm32,all-machines,Teaches Double Team to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
337,tm33,all-machines,Teaches Reflect to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
338,tm34,all-machines,Teaches Shock Wave to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
339,tm35,all-machines,Teaches Flamethrower to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
340,tm36,all-machines,Teaches Sludge Bomb to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
341,tm37,all-machines,Teaches Sandstorm to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
342,tm38,all-machines,Teaches Fire Blast to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
343,tm39,all-machines,Teaches Rock Tomb to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
344,tm40,all-machines,Teaches Aerial Ace to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
345,tm41,all-machines,Teaches Torment to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
346,tm42,all-machines,Teaches Facade to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
347,tm43,all-machines,Teaches Secret Power to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
348,tm44,all-machines,Teaches Rest to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
349,tm45,all-machines,Teaches Attract to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
350,tm46,all-machines,Teaches Thief to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
351,tm47,all-machines,Teaches Steel Wing to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
352,tm48,all-machines,Teaches Skill Swap to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
353,tm49,all-machines,Teaches Snatch to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
354,tm50,all-machines,Teaches Overheat to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
355,tm51,all-machines,Teaches Roost to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
356,tm52,all-machines,Teaches Focus Blast to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
357,tm53,all-machines,Teaches Energy Ball to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
358,tm54,all-machines,Teaches False Swipe to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
359,tm55,all-machines,Teaches Brine to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
360,tm56,all-machines,Teaches Fling to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
361,tm57,all-machines,Teaches Charge Beam to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
362,tm58,all-machines,Teaches Endure to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
363,tm59,all-machines,Teaches Dragon Pulse to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
364,tm60,all-machines,Teaches Drain Punch to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
365,tm61,all-machines,Teaches Will-O-Wisp to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
366,tm62,all-machines,Teaches Silver Wind to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
367,tm63,all-machines,Teaches Embargo to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
368,tm64,all-machines,Teaches Explosion to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
369,tm65,all-machines,Teaches Shadow Claw to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
370,tm66,all-machines,Teaches Payback to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
371,tm67,all-machines,Teaches Recycle to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
372,tm68,all-machines,Teaches Giga Impact to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
373,tm69,all-machines,Teaches Rock Polish to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
374,tm70,all-machines,Teaches Flash to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
375,tm71,all-machines,Teaches Stone Edge to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
376,tm72,all-machines,Teaches Avalanche to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
377,tm73,all-machines,Teaches Thunder Wave to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
378,tm74,all-machines,Teaches Gyro Ball to a compatible Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
