pokemon_id,name,generation,type_1,type_2,abilities,moves,sprite,evolution_chain,total_stats
188,skiploom,2,grass,flying,"['chlorophyll', 'leaf-guard', 'infiltrator']","['swords-dance', 'headbutt', 'tackle', 'take-down', 'double-edge', 'tail-whip', 'absorb', 'mega-drain', 'leech-seed', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'flash', 'splash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'cotton-spore', 'protect', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'encore', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'psych-up', 'memento', 'facade', 'helping-hand', 'endeavor', 'secret-power', 'silver-wind', 'bullet-seed', 'aerial-ace', 'bounce', 'magical-leaf', 'natural-gift', 'tailwind', 'u-turn', 'fling', 'worry-seed', 'seed-bomb', 'energy-ball', 'leaf-storm', 'captivate', 'grass-knot', 'rage-powder', 'round', 'acrobatics', 'grassy-terrain', 'fairy-wind', 'confide', 'dazzling-gleam', 'infestation', 'pollen-puff', 'lunge', 'tera-blast', 'trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,hoppip|skiploom|jumpluff,340
189,jumpluff,2,grass,flying,"['chlorophyll', 'leaf-guard', 'infiltrator']","['swords-dance', 'headbutt', 'tackle', 'take-down', 'double-edge', 'tail-whip', 'hyper-beam', 'absorb', 'mega-drain', 'leech-seed', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'flash', 'splash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'cotton-spore', 'protect', 'giga-drain', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'encore', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'memento', 'facade', 'helping-hand', 'endeavor', 'secret-power', 'silver-wind', 'bullet-seed', 'aerial-ace', 'bounce', 'magical-leaf', 'natural-gift', 'tailwind', 'u-turn', 'fling', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'leaf-storm', 'captivate', 'grass-knot', 'rage-powder', 'round', 'acrobatics', 'grassy-terrain', 'fairy-wind', 'confide', 'dazzling-gleam', 'infestation', 'pollen-puff', 'lunge', 'tera-blast', 'trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,hoppip|skiploom|jumpluff,460
190,aipom,2,normal,,"['run-away', 'pickup', 'skill-link']","['double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'slam', 'mega-kick', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'mimic', 'screech', 'double-team', 'defense-curl', 'metronome', 'swift', 'dream-eater', 'fury-swipes', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'beat-up', 'fake-out', 'uproar', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'snatch', 'secret-power', 'astonish', 'tickle', 'aerial-ace', 'bounce', 'mud-shot', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'u-turn', 'payback', 'fling', 'last-resort', 'seed-bomb', 'switcheroo', 'nasty-plot', 'shadow-claw', 'mud-bomb', 'gunk-shot', 'captivate', 'grass-knot', 'double-hit', 'hone-claws', 'smack-down', 'low-sweep', 'foul-play', 'round', 'quick-guard', 'acrobatics', 'retaliate', 'work-up', 'tail-slap', 'confide', 'power-up-punch', 'throat-chop', 'tera-blast', 'trailblaze', 'chilling-water', 'upper-hand']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,aipom|ambipom,360
191,sunkern,2,grass,,"['chlorophyll', 'solar-power', 'early-bird']","['swords-dance', 'cut', 'tackle', 'take-down', 'double-edge', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'toxic', 'mimic', 'double-team', 'light-screen', 'bide', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'sweet-scent', 'morning-sun', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'uproar', 'facade', 'nature-power', 'helping-hand', 'ingrain', 'endeavor', 'secret-power', 'weather-ball', 'grass-whistle', 'bullet-seed', 'magical-leaf', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'earth-power', 'leaf-storm', 'captivate', 'grass-knot', 'after-you', 'round', 'grassy-terrain', 'confide', 'tera-blast', 'trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,sunkern|sunflora,180
192,sunflora,2,grass,,"['chlorophyll', 'solar-power', 'early-bird']","['pound', 'swords-dance', 'cut', 'tackle', 'take-down', 'double-edge', 'hyper-beam', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'petal-dance', 'toxic', 'mimic', 'double-team', 'light-screen', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'uproar', 'facade', 'nature-power', 'helping-hand', 'ingrain', 'endeavor', 'secret-power', 'weather-ball', 'grass-whistle', 'bullet-seed', 'magical-leaf', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'earth-power', 'giga-impact', 'leaf-storm', 'captivate', 'grass-knot', 'after-you', 'round', 'petal-blizzard', 'flower-shield', 'grassy-terrain', 'confide', 'dazzling-gleam', 'grassy-glide', 'tera-blast', 'trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,sunkern|sunflora,425
193,yanma,2,bug,flying,"['speed-boost', 'compound-eyes', 'frisk']","['swords-dance', 'gust', 'wing-attack', 'whirlwind', 'headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'sonic-boom', 'solar-beam', 'string-shot', 'toxic', 'psychic', 'hypnosis', 'quick-attack', 'mimic', 'screech', 'double-team', 'swift', 'dream-eater', 'leech-life', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'feint-attack', 'foresight', 'detect', 'giga-drain', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'uproar', 'facade', 'secret-power', 'air-cutter', 'silver-wind', 'signal-beam', 'aerial-ace', 'roost', 'natural-gift', 'feint', 'tailwind', 'u-turn', 'air-slash', 'bug-buzz', 'defog', 'captivate', 'bug-bite', 'ominous-wind', 'round', 'struggle-bug', 'confide', 'lunge', 'skitter-smack', 'tera-blast', 'pounce', 'psychic-noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,yanma|yanmega,390
194,wooper,2,water,ground,"['damp', 'water-absorb', 'unaware']","['ice-punch', 'slam', 'double-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'counter', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'recover', 'defense-curl', 'haze', 'waterfall', 'amnesia', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'spikes', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'stockpile', 'spit-up', 'swallow', 'hail', 'facade', 'helping-hand', 'yawn', 'secret-power', 'dive', 'mud-sport', 'rock-tomb', 'muddy-water', 'mud-shot', 'water-pulse', 'natural-gift', 'guard-swap', 'aqua-tail', 'earth-power', 'avalanche', 'mud-bomb', 'stone-edge', 'captivate', 'stealth-rock', 'sludge-wave', 'acid-spray', 'after-you', 'round', 'scald', 'bulldoze', 'confide', 'eerie-impulse', 'infestation', 'power-up-punch', 'stomping-tantrum', 'liquidation', 'tera-blast', 'snowscape', 'trailblaze', 'chilling-water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,wooper|quagsire,210
195,quagsire,2,water,ground,"['damp', 'water-absorb', 'unaware']","['mega-punch', 'ice-punch', 'slam', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'haze', 'waterfall', 'amnesia', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'spikes', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'yawn', 'secret-power', 'dive', 'mud-sport', 'rock-tomb', 'muddy-water', 'mud-shot', 'water-pulse', 'natural-gift', 'fling', 'guard-swap', 'toxic-spikes', 'aqua-tail', 'drain-punch', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'mud-bomb', 'stone-edge', 'captivate', 'stealth-rock', 'sludge-wave', 'acid-spray', 'after-you', 'round', 'scald', 'bulldoze', 'confide', 'eerie-impulse', 'infestation', 'power-up-punch', 'high-horsepower', 'stomping-tantrum', 'liquidation', 'body-press', 'tera-blast', 'snowscape', 'trailblaze', 'chilling-water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,wooper|quagsire,430
196,espeon,2,psychic,,"['synchronize', 'magic-bounce']","['pay-day', 'cut', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'roar', 'psybeam', 'hyper-beam', 'thunder-wave', 'dig', 'toxic', 'confusion', 'psychic', 'quick-attack', 'mimic', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'focus-energy', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'iron-tail', 'morning-sun', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'facade', 'helping-hand', 'trick', 'magic-coat', 'skill-swap', 'imprison', 'secret-power', 'hyper-voice', 'weather-ball', 'fake-tears', 'signal-beam', 'covet', 'magical-leaf', 'calm-mind', 'gravity', 'natural-gift', 'copycat', 'power-swap', 'last-resort', 'power-gem', 'giga-impact', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'psyshock', 'telekinesis', 'magic-room', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'retaliate', 'work-up', 'draining-kiss', 'confide', 'dazzling-gleam', 'baby-doll-eyes', 'laser-focus', 'psychic-terrain', 'psychic-fangs', 'expanding-force', 'tera-blast', 'trailblaze', 'alluring-voice', 'psychic-noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,eevee|vaporeon,525
197,umbreon,2,dark,,"['synchronize', 'inner-focus']","['pay-day', 'cut', 'sand-attack', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'roar', 'hyper-beam', 'thunder-wave', 'dig', 'toxic', 'psychic', 'quick-attack', 'mimic', 'screech', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'focus-energy', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'baton-pass', 'pursuit', 'iron-tail', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'shadow-ball', 'torment', 'facade', 'taunt', 'helping-hand', 'skill-swap', 'snatch', 'secret-power', 'hyper-voice', 'weather-ball', 'fake-tears', 'covet', 'calm-mind', 'natural-gift', 'payback', 'assurance', 'copycat', 'guard-swap', 'last-resort', 'sucker-punch', 'dark-pulse', 'giga-impact', 'captivate', 'wonder-room', 'foul-play', 'round', 'echoed-voice', 'stored-power', 'retaliate', 'work-up', 'snarl', 'confide', 'baby-doll-eyes', 'laser-focus', 'throat-chop', 'lash-out', 'tera-blast', 'trailblaze', 'alluring-voice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,eevee|vaporeon,525
198,murkrow,2,dark,flying,"['insomnia', 'super-luck', 'prankster']","['gust', 'wing-attack', 'whirlwind', 'fly', 'take-down', 'double-edge', 'hyper-beam', 'peck', 'drill-peck', 'thunder-wave', 'toxic', 'psychic', 'quick-attack', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'haze', 'mirror-move', 'swift', 'dream-eater', 'sky-attack', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'perish-song', 'icy-wind', 'detect', 'endure', 'swagger', 'steel-wing', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'heat-wave', 'torment', 'flatter', 'facade', 'taunt', 'snatch', 'secret-power', 'feather-dance', 'astonish', 'air-cutter', 'aerial-ace', 'calm-mind', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'payback', 'assurance', 'embargo', 'psycho-shift', 'punishment', 'sucker-punch', 'dark-pulse', 'night-slash', 'air-slash', 'brave-bird', 'giga-impact', 'nasty-plot', 'defog', 'captivate', 'ominous-wind', 'foul-play', 'round', 'hex', 'quash', 'acrobatics', 'retaliate', 'hurricane', 'snarl', 'confide', 'lash-out', 'dual-wingbeat', 'tera-blast', 'psychic-noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,murkrow|honchkrow,405
199,slowking,2,water,psychic,"['oblivious', 'own-tempo', 'regenerator']","['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'disable', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'thunder-wave', 'earthquake', 'dig', 'toxic', 'confusion', 'psychic', 'mimic', 'double-team', 'light-screen', 'reflect', 'metronome', 'fire-blast', 'waterfall', 'swift', 'amnesia', 'dream-eater', 'flash', 'rest', 'rock-slide', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'trick', 'magic-coat', 'recycle', 'brick-break', 'yawn', 'skill-swap', 'imprison', 'secret-power', 'dive', 'slack-off', 'weather-ball', 'rock-tomb', 'signal-beam', 'muddy-water', 'iron-defense', 'block', 'mud-shot', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'fling', 'trump-card', 'aqua-tail', 'power-gem', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'avalanche', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'foul-play', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'scald', 'heal-pulse', 'incinerate', 'quash', 'bulldoze', 'dragon-tail', 'razor-shell', 'confide', 'power-up-punch', 'laser-focus', 'psychic-terrain', 'liquidation', 'expanding-force', 'tera-blast', 'chilly-reception', 'snowscape', 'chilling-water', 'psychic-noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,slowpoke|slowbro,490
200,misdreavus,2,ghost,,['levitate'],"['headbutt', 'double-edge', 'growl', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'hypnosis', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'defense-curl', 'swift', 'dream-eater', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'zap-cannon', 'destiny-bond', 'perish-song', 'icy-wind', 'endure', 'charm', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'torment', 'will-o-wisp', 'memento', 'facade', 'taunt', 'helping-hand', 'trick', 'magic-coat', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'hyper-voice', 'astonish', 'fake-tears', 'extrasensory', 'aerial-ace', 'magical-leaf', 'calm-mind', 'shock-wave', 'natural-gift', 'payback', 'embargo', 'me-first', 'sucker-punch', 'dark-pulse', 'power-gem', 'energy-ball', 'giga-impact', 'nasty-plot', 'shadow-sneak', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'ominous-wind', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'hex', 'phantom-force', 'draining-kiss', 'confide', 'dazzling-gleam', 'burning-jealousy', 'poltergeist', 'tera-blast', 'snowscape', 'psychic-noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,misdreavus|mismagius,435
201,unown,2,psychic,,['levitate'],['hidden-power'],https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,unown,336
202,wobbuffet,2,psychic,,"['shadow-tag', 'telepathy']","['counter', 'amnesia', 'splash', 'destiny-bond', 'charm', 'safeguard', 'encore', 'mirror-coat']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,wynaut|wobbuffet,405
203,girafarig,2,normal,psychic,"['inner-focus', 'early-bird', 'sap-sipper']","['razor-wind', 'stomp', 'double-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'psybeam', 'hyper-beam', 'low-kick', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'confusion', 'psychic', 'agility', 'mimic', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'swift', 'amnesia', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'foresight', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'mirror-coat', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'beat-up', 'uproar', 'facade', 'helping-hand', 'trick', 'wish', 'magic-coat', 'recycle', 'endeavor', 'skill-swap', 'imprison', 'secret-power', 'hyper-voice', 'astonish', 'odor-sleuth', 'signal-beam', 'calm-mind', 'shock-wave', 'gravity', 'natural-gift', 'assurance', 'power-swap', 'guard-swap', 'sucker-punch', 'energy-ball', 'giga-impact', 'nasty-plot', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'double-hit', 'psyshock', 'telekinesis', 'foul-play', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'retaliate', 'bulldoze', 'work-up', 'confide', 'dazzling-gleam', 'high-horsepower', 'psychic-terrain', 'psychic-fangs', 'stomping-tantrum', 'expanding-force', 'tera-blast', 'trailblaze', 'twin-beam', 'psychic-noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,girafarig|farigiraf,455
204,pineco,2,bug,,"['sturdy', 'overcoat']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'pin-missile', 'counter', 'strength', 'solar-beam', 'string-shot', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'self-destruct', 'swift', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'reversal', 'protect', 'spikes', 'sandstorm', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'rapid-spin', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'helping-hand', 'revenge', 'secret-power', 'rock-tomb', 'sand-tomb', 'iron-defense', 'rock-blast', 'gravity', 'gyro-ball', 'natural-gift', 'payback', 'power-trick', 'toxic-spikes', 'poison-jab', 'seed-bomb', 'bug-buzz', 'captivate', 'stealth-rock', 'bug-bite', 'venoshock', 'autotomize', 'round', 'struggle-bug', 'bulldoze', 'drill-run', 'confide', 'lunge', 'tera-blast', 'ice-spinner', 'pounce']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,pineco|forretress,290
205,forretress,2,bug,steel,"['sturdy', 'overcoat']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'counter', 'strength', 'solar-beam', 'string-shot', 'thunder-wave', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'self-destruct', 'swift', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'reversal', 'protect', 'spikes', 'zap-cannon', 'sandstorm', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'rapid-spin', 'sweet-scent', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'helping-hand', 'secret-power', 'rock-tomb', 'metal-sound', 'signal-beam', 'sand-tomb', 'iron-defense', 'block', 'rock-blast', 'gravity', 'gyro-ball', 'natural-gift', 'payback', 'toxic-spikes', 'magnet-rise', 'rock-polish', 'poison-jab', 'seed-bomb', 'bug-buzz', 'earth-power', 'giga-impact', 'mirror-shot', 'flash-cannon', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'bug-bite', 'venoshock', 'autotomize', 'telekinesis', 'heavy-slam', 'round', 'ally-switch', 'volt-switch', 'struggle-bug', 'bulldoze', 'drill-run', 'confide', 'laser-focus', 'lunge', 'smart-strike', 'body-press', 'steel-beam', 'tera-blast', 'ice-spinner', 'pounce', 'hard-press']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,pineco|forretress,465
206,dunsparce,2,normal,,"['serene-grace', 'run-away', 'rattled']","['bind', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'bite', 'flamethrower', 'ice-beam', 'blizzard', 'hyper-beam', 'counter', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'bide', 'fire-blast', 'amnesia', 'glare', 'dream-eater', 'rest', 'rock-slide', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'flail', 'spite', 'protect', 'scary-face', 'mud-slap', 'zap-cannon', 'sandstorm', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'helping-hand', 'magic-coat', 'yawn', 'endeavor', 'secret-power', 'hyper-voice', 'astonish', 'rock-tomb', 'mud-shot', 'poison-tail', 'calm-mind', 'shock-wave', 'water-pulse', 'roost', 'gyro-ball', 'natural-gift', 'trump-card', 'last-resort', 'poison-jab', 'aqua-tail', 'air-slash', 'dragon-rush', 'earth-power', 'giga-impact', 'zen-headbutt', 'stone-edge', 'captivate', 'stealth-rock', 'charge-beam', 'coil', 'round', 'stored-power', 'hex', 'incinerate', 'retaliate', 'bulldoze', 'wild-charge', 'drill-run', 'confide', 'lunge', 'smart-strike', 'stomping-tantrum', 'breaking-swipe', 'scale-shot', 'terrain-pulse', 'skitter-smack', 'dual-wingbeat', 'tera-blast', 'ice-spinner', 'pounce', 'chilling-water', 'hyper-drill']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,dunsparce|dudunsparce,415
207,gligar,2,ground,flying,"['hyper-cutter', 'sand-veil', 'immunity']","['guillotine', 'razor-wind', 'swords-dance', 'cut', 'wing-attack', 'sand-attack', 'headbutt', 'take-down', 'double-edge', 'poison-sting', 'counter', 'strength', 'earthquake', 'dig', 'toxic', 'agility', 'quick-attack', 'mimic', 'screech', 'double-team', 'harden', 'swift', 'dream-eater', 'crabhammer', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'mud-slap', 'spikes', 'detect', 'sandstorm', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'torment', 'facade', 'taunt', 'brick-break', 'knock-off', 'secret-power', 'rock-tomb', 'sky-uppercut', 'sand-tomb', 'aerial-ace', 'mud-shot', 'poison-tail', 'roost', 'natural-gift', 'feint', 'tailwind', 'u-turn', 'payback', 'fling', 'power-trick', 'toxic-spikes', 'rock-polish', 'poison-jab', 'dark-pulse', 'night-slash', 'aqua-tail', 'x-scissor', 'earth-power', 'thunder-fang', 'ice-fang', 'fire-fang', 'mud-bomb', 'rock-climb', 'defog', 'cross-poison', 'gunk-shot', 'stone-edge', 'captivate', 'stealth-rock', 'bug-bite', 'hone-claws', 'venoshock', 'round', 'acrobatics', 'struggle-bug', 'bulldoze', 'confide', 'high-horsepower', 'throat-chop', 'lunge', 'psychic-fangs', 'breaking-swipe', 'scale-shot', 'skitter-smack', 'dual-wingbeat', 'tera-blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,gligar|gliscor,430
